id,user_id,tracked_at,longitude,latitude,elevation,accuracy
81,0,2024-01-15 09:58:00+00:00,114.356127,30.541331,51.8,12.8
82,0,2024-01-15 09:59:00+00:00,114.356385,30.540986,28.1,7.2
83,0,2024-01-15 10:00:00+00:00,114.356133,30.541319,63.0,4.7
84,0,2024-01-15 10:01:00+00:00,114.356394,30.540704,41.2,6.3
85,0,2024-01-15 10:02:00+00:00,114.356012,30.541283,28.7,9.3
86,0,2024-01-15 10:03:00+00:00,114.356089,30.541073,44.1,13.3
87,0,2024-01-15 10:04:00+00:00,114.355973,30.541489,38.6,8.2
88,0,2024-01-15 10:05:00+00:00,114.356069,30.541071,26.2,13.0
89,0,2024-01-15 10:06:00+00:00,114.355817,30.54136,72.9,12.8
90,0,2024-01-15 10:07:00+00:00,114.356872,30.541144,48.4,7.8
91,0,2024-01-15 10:08:00+00:00,114.356029,30.541407,54.2,13.8
92,0,2024-01-15 10:09:00+00:00,114.355575,30.541162,60.9,14.9
93,0,2024-01-15 10:10:00+00:00,114.356106,30.540875,36.1,13.2
94,0,2024-01-15 10:11:00+00:00,114.355908,30.541249,50.3,4.4
95,0,2024-01-15 10:12:00+00:00,114.356413,30.541219,39.5,7.3
96,0,2024-01-15 10:13:00+00:00,114.356252,30.541042,27.3,7.1
97,0,2024-01-15 10:14:00+00:00,114.356055,30.541606,47.6,3.8
98,0,2024-01-15 10:15:00+00:00,114.355875,30.54114,30.3,5.2
99,0,2024-01-15 10:16:00+00:00,114.356141,30.540968,24.6,4.5
100,0,2024-01-15 10:17:00+00:00,114.356101,30.541724,63.8,5.8
101,0,2024-01-15 10:18:00+00:00,114.356833,30.541228,41.4,10.8
102,0,2024-01-15 10:19:00+00:00,114.356572,30.541361,29.5,14.2
103,0,2024-01-15 10:20:00+00:00,114.356567,30.541031,73.9,4.5
104,0,2024-01-15 10:21:00+00:00,114.356248,30.540956,36.4,8.5
105,0,2024-01-15 10:22:00+00:00,114.356175,30.541042,67.0,6.1
106,0,2024-01-15 10:23:00+00:00,114.355487,30.541016,58.5,4.7
107,0,2024-01-15 10:24:00+00:00,114.356541,30.541224,68.7,7.3
108,0,2024-01-15 10:25:00+00:00,114.356327,30.541295,34.0,3.5
109,0,2024-01-15 10:26:00+00:00,114.356537,30.541328,30.5,14.8
110,0,2024-01-15 10:27:00+00:00,114.356016,30.541676,26.7,11.4
111,0,2024-01-15 10:28:00+00:00,114.355882,30.541265,28.5,12.8
112,0,2024-01-15 10:29:00+00:00,114.356033,30.541316,52.8,11.7
113,0,2024-01-15 10:30:00+00:00,114.356362,30.541272,51.5,14.7
114,0,2024-01-15 10:31:00+00:00,114.356415,30.541248,54.6,14.4
115,0,2024-01-15 10:32:00+00:00,114.356426,30.540917,61.4,8.6
116,0,2024-01-15 10:33:00+00:00,114.356724,30.542079,29.9,14.8
117,0,2024-01-15 10:34:00+00:00,114.356346,30.541219,38.4,13.0
118,0,2024-01-15 10:35:00+00:00,114.356514,30.541,38.2,10.1
119,0,2024-01-15 10:36:00+00:00,114.35621,30.541837,52.7,6.5
120,0,2024-01-15 10:37:00+00:00,114.356052,30.541783,45.3,7.7
121,0,2024-01-15 10:38:00+00:00,114.35691,30.541165,22.8,7.2
122,0,2024-01-15 10:39:00+00:00,114.356382,30.541182,27.2,7.8
123,0,2024-01-15 10:40:00+00:00,114.356257,30.54144,59.1,12.6
124,0,2024-01-15 10:41:00+00:00,114.356306,30.541279,41.5,10.8
125,0,2024-01-15 10:42:00+00:00,114.356035,30.541156,56.8,4.2
126,0,2024-01-15 10:43:00+00:00,114.35612,30.541485,52.0,4.6
127,0,2024-01-15 10:44:00+00:00,114.356622,30.541025,62.1,4.1
128,0,2024-01-15 10:45:00+00:00,114.355988,30.541097,37.9,4.2
129,0,2024-01-15 10:46:00+00:00,114.355948,30.542173,44.1,4.5
130,0,2024-01-15 10:47:00+00:00,114.356734,30.54131,38.6,9.1
131,0,2024-01-15 10:48:00+00:00,114.356429,30.541443,25.0,5.1
132,0,2024-01-15 10:49:00+00:00,114.356193,30.541001,42.9,3.1
133,0,2024-01-15 10:50:00+00:00,114.356039,30.541272,79.9,4.8
134,0,2024-01-15 10:51:00+00:00,114.356494,30.541381,47.1,8.2
135,0,2024-01-15 10:52:00+00:00,114.356022,30.541611,77.9,5.3
136,0,2024-01-15 10:53:00+00:00,114.355685,30.541271,75.8,3.9
137,0,2024-01-15 10:54:00+00:00,114.356079,30.541215,63.6,11.3
138,0,2024-01-15 10:55:00+00:00,114.356233,30.540757,63.6,11.2
139,0,2024-01-15 10:56:00+00:00,114.355938,30.541032,42.0,11.5
140,0,2024-01-15 10:57:00+00:00,114.356505,30.541408,51.5,14.1
141,0,2024-01-15 10:58:00+00:00,114.356419,30.540772,20.7,11.4
142,0,2024-01-15 10:59:00+00:00,114.355912,30.541025,46.2,3.7
143,0,2024-01-15 11:00:00+00:00,114.356334,30.541485,51.4,5.6
144,0,2024-01-15 11:01:00+00:00,114.356019,30.541013,71.2,15.0
145,0,2024-01-15 11:02:00+00:00,114.356611,30.541194,25.5,9.7
146,0,2024-01-15 11:03:00+00:00,114.35637,30.541141,33.9,5.7
147,0,2024-01-15 11:04:00+00:00,114.356432,30.541768,27.3,13.3
148,0,2024-01-15 11:05:00+00:00,114.35639,30.540789,56.5,8.8
149,0,2024-01-15 11:06:00+00:00,114.356309,30.54119,29.7,9.6
150,0,2024-01-15 11:07:00+00:00,114.356137,30.541085,75.4,5.5
151,0,2024-01-15 11:08:00+00:00,114.356098,30.541464,37.3,11.6
152,0,2024-01-15 11:09:00+00:00,114.35578,30.541417,74.2,11.5
153,0,2024-01-15 11:10:00+00:00,114.35587,30.541519,21.0,3.1
154,0,2024-01-15 11:11:00+00:00,114.35602,30.541559,54.0,14.6
155,0,2024-01-15 11:12:00+00:00,114.355945,30.540964,33.0,6.6
156,0,2024-01-15 11:13:00+00:00,114.356268,30.541225,28.9,13.2
157,0,2024-01-15 11:14:00+00:00,114.356221,30.541301,72.2,13.5
158,0,2024-01-15 11:15:00+00:00,114.356177,30.541373,40.5,6.3
159,0,2024-01-15 11:16:00+00:00,114.355999,30.540544,43.8,11.6
160,0,2024-01-15 11:17:00+00:00,114.356221,30.541161,34.2,6.7
161,0,2024-01-15 11:18:00+00:00,114.356337,30.541421,72.4,9.4
162,0,2024-01-15 11:19:00+00:00,114.356372,30.541163,72.9,13.7
163,0,2024-01-15 11:20:00+00:00,114.356215,30.541202,79.2,10.5
164,0,2024-01-15 11:21:00+00:00,114.356749,30.541346,52.5,8.5
165,0,2024-01-15 11:22:00+00:00,114.355788,30.541885,77.3,11.5
166,0,2024-01-15 11:23:00+00:00,114.356306,30.541254,37.7,13.7
167,0,2024-01-15 11:24:00+00:00,114.355791,30.541415,54.9,14.8
168,0,2024-01-15 11:25:00+00:00,114.356547,30.541437,59.1,14.2
169,0,2024-01-15 11:26:00+00:00,114.355939,30.541128,23.7,10.1
170,0,2024-01-15 11:27:00+00:00,114.356352,30.541487,75.0,13.6
171,0,2024-01-15 11:28:00+00:00,114.356393,30.541709,41.0,8.3
172,0,2024-01-15 11:29:00+00:00,114.356219,30.541601,42.2,3.9
173,0,2024-01-15 11:30:00+00:00,114.356221,30.541243,55.5,14.5
174,0,2024-01-15 11:31:00+00:00,114.355793,30.541833,52.9,14.3
175,0,2024-01-15 11:32:00+00:00,114.356243,30.541008,39.2,6.1
176,0,2024-01-15 11:33:00+00:00,114.356424,30.541824,44.2,13.6
177,0,2024-01-15 11:34:00+00:00,114.356397,30.541727,66.5,7.1
178,0,2024-01-15 11:35:00+00:00,114.356433,30.541061,57.9,9.4
179,0,2024-01-15 11:36:00+00:00,114.356133,30.541611,72.9,7.8
180,0,2024-01-15 11:37:00+00:00,114.355992,30.541191,68.4,10.0
181,0,2024-01-15 11:38:00+00:00,114.356613,30.541197,62.6,12.0
182,0,2024-01-15 11:39:00+00:00,114.356701,30.541195,66.1,7.6
183,0,2024-01-15 11:40:00+00:00,114.355877,30.54115,62.2,4.6
184,0,2024-01-15 11:41:00+00:00,114.355987,30.541073,63.3,9.9
185,0,2024-01-15 11:42:00+00:00,114.356405,30.541498,78.1,6.4
186,0,2024-01-15 11:43:00+00:00,114.356183,30.541409,26.2,6.0
187,0,2024-01-15 11:44:00+00:00,114.355833,30.541221,73.9,8.7
188,0,2024-01-15 11:45:00+00:00,114.356254,30.541249,43.6,7.9
189,0,2024-01-15 11:46:00+00:00,114.356198,30.541189,23.4,9.8
190,0,2024-01-15 11:47:00+00:00,114.356301,30.540998,25.9,13.3
191,0,2024-01-15 11:48:00+00:00,114.356515,30.541636,22.8,6.3
192,0,2024-01-15 11:49:00+00:00,114.355245,30.541241,48.8,5.4
193,0,2024-01-15 11:50:00+00:00,114.355735,30.540579,79.2,8.8
194,0,2024-01-15 11:51:00+00:00,114.356223,30.541858,37.1,13.4
195,0,2024-01-15 11:52:00+00:00,114.355897,30.541133,67.5,4.9
196,0,2024-01-15 11:53:00+00:00,114.356072,30.541372,24.5,4.0
197,0,2024-01-15 11:54:00+00:00,114.35632,30.541338,68.3,4.9
198,0,2024-01-15 11:55:00+00:00,114.356522,30.540672,45.1,11.0
199,0,2024-01-15 11:56:00+00:00,114.355766,30.541531,63.9,14.2
200,0,2024-01-15 11:57:00+00:00,114.356371,30.541486,52.9,14.6
201,0,2024-01-15 11:58:00+00:00,114.35527,30.541495,30.5,12.1
202,0,2024-01-15 11:59:00+00:00,114.356017,30.54144,34.1,7.8
203,0,2024-01-15 12:00:00+00:00,114.355778,30.541384,69.3,9.6
204,0,2024-01-15 12:01:00+00:00,114.35591,30.541571,27.9,8.7
205,0,2024-01-15 12:02:00+00:00,114.3562,30.5413,32.9,17.4
206,0,2024-01-15 12:02:37.500000+00:00,114.355245,30.540154,45.7,10.3
207,0,2024-01-15 12:03:15+00:00,114.354748,30.543857,43.2,17.4
208,0,2024-01-15 12:03:52.500000+00:00,114.351212,30.544695,27.2,5.3
209,0,2024-01-15 12:04:30+00:00,114.349406,30.54526,40.7,9.0
210,0,2024-01-15 12:05:07.500000+00:00,114.350077,30.546997,34.0,12.3
211,0,2024-01-15 12:05:45+00:00,114.347549,30.547953,36.9,5.2
212,0,2024-01-15 12:06:22.500000+00:00,114.346734,30.548747,33.7,5.9
213,0,2024-01-15 12:07:00+00:00,114.344988,30.549877,23.7,15.1
214,0,2024-01-15 12:07:37.500000+00:00,114.34398,30.55085,19.5,15.7
215,0,2024-01-15 12:08:15+00:00,114.341494,30.552584,43.8,18.1
216,0,2024-01-15 12:08:52.500000+00:00,114.343499,30.553299,38.9,19.4
217,0,2024-01-15 12:09:30+00:00,114.33951,30.555112,12.7,18.1
218,0,2024-01-15 12:10:07.500000+00:00,114.338198,30.555508,40.1,12.0
219,0,2024-01-15 12:10:45+00:00,114.336234,30.55637,33.5,16.2
220,0,2024-01-15 12:11:22.500000+00:00,114.33574,30.558245,12.0,6.8
221,0,2024-01-15 12:12:00+00:00,114.33467,30.558844,16.3,12.3
222,0,2024-01-15 12:12:37.500000+00:00,114.333188,30.559625,26.7,19.1
223,0,2024-01-15 12:13:15+00:00,114.331404,30.560455,33.3,6.4
224,0,2024-01-15 12:13:52.500000+00:00,114.329515,30.563123,14.4,18.4
225,0,2024-01-15 12:14:30+00:00,114.329183,30.563966,37.5,5.3
226,0,2024-01-15 12:15:07.500000+00:00,114.327249,30.564583,49.7,18.4
227,0,2024-01-15 12:15:45+00:00,114.325037,30.564906,32.8,12.8
228,0,2024-01-15 12:16:22.500000+00:00,114.324022,30.568502,42.9,11.0
229,0,2024-01-15 12:17:00+00:00,114.3234,30.5678,28.6,14.3
230,0,2024-01-15 12:17:00+00:00,114.323481,30.568126,66.2,3.4
231,0,2024-01-15 12:18:00+00:00,114.32343,30.567925,49.0,5.1
232,0,2024-01-15 12:19:00+00:00,114.323831,30.567827,50.5,11.2
233,0,2024-01-15 12:20:00+00:00,114.32365,30.567569,24.0,6.5
234,0,2024-01-15 12:21:00+00:00,114.323431,30.568011,31.8,7.3
235,0,2024-01-15 12:22:00+00:00,114.323418,30.568013,43.0,10.8
236,0,2024-01-15 12:23:00+00:00,114.322847,30.567647,24.1,13.0
237,0,2024-01-15 12:24:00+00:00,114.323803,30.567452,63.9,8.1
238,0,2024-01-15 12:25:00+00:00,114.323315,30.567791,74.7,10.3
239,0,2024-01-15 12:26:00+00:00,114.323356,30.567249,30.5,3.3
240,0,2024-01-15 12:27:00+00:00,114.323365,30.567908,51.1,8.5
241,0,2024-01-15 12:28:00+00:00,114.323338,30.567302,62.9,8.3
242,0,2024-01-15 12:29:00+00:00,114.323637,30.567848,38.2,14.7
243,0,2024-01-15 12:30:00+00:00,114.323368,30.567141,73.3,8.8
244,0,2024-01-15 12:31:00+00:00,114.323143,30.567971,77.3,3.1
245,0,2024-01-15 12:32:00+00:00,114.323167,30.567981,55.0,5.4
246,0,2024-01-15 12:33:00+00:00,114.322993,30.56733,35.0,4.3
247,0,2024-01-15 12:34:00+00:00,114.323433,30.567509,46.2,3.4
248,0,2024-01-15 12:35:00+00:00,114.323741,30.568134,67.3,9.3
249,0,2024-01-15 12:36:00+00:00,114.323377,30.568464,44.8,12.3
250,0,2024-01-15 12:37:00+00:00,114.323212,30.567726,38.8,12.1
251,0,2024-01-15 12:38:00+00:00,114.323578,30.567891,41.0,11.5
252,0,2024-01-15 12:39:00+00:00,114.323297,30.567559,56.4,9.7
253,0,2024-01-15 12:40:00+00:00,114.323604,30.568067,65.8,7.3
254,0,2024-01-15 12:41:00+00:00,114.323138,30.567806,39.0,4.2
255,0,2024-01-15 12:42:00+00:00,114.323567,30.568215,39.3,5.9
256,0,2024-01-15 12:43:00+00:00,114.32347,30.567781,26.4,11.1
257,0,2024-01-15 12:44:00+00:00,114.323232,30.567494,29.5,12.3
258,0,2024-01-15 12:45:00+00:00,114.323597,30.568012,70.0,9.7
259,0,2024-01-15 12:46:00+00:00,114.323624,30.568203,66.0,6.5
260,0,2024-01-15 12:47:00+00:00,114.323498,30.567768,45.5,11.2
261,0,2024-01-15 12:48:00+00:00,114.323408,30.567858,74.2,7.7
262,0,2024-01-15 12:49:00+00:00,114.323883,30.568127,73.7,12.9
263,0,2024-01-15 12:50:00+00:00,114.323059,30.567562,36.6,11.8
264,0,2024-01-15 12:51:00+00:00,114.323372,30.567483,69.8,14.4
265,0,2024-01-15 12:52:00+00:00,114.32279,30.56726,66.4,5.5
266,0,2024-01-15 12:53:00+00:00,114.323445,30.567884,45.0,14.6
267,0,2024-01-15 12:54:00+00:00,114.32374,30.567842,65.1,9.3
268,0,2024-01-15 12:55:00+00:00,114.323305,30.567877,68.3,9.7
269,0,2024-01-15 12:56:00+00:00,114.323747,30.56747,52.5,4.1
270,0,2024-01-15 12:57:00+00:00,114.323437,30.568371,24.7,12.6
271,0,2024-01-15 12:58:00+00:00,114.323598,30.567798,34.9,10.4
272,0,2024-01-15 12:59:00+00:00,114.323514,30.567984,46.7,7.5
273,0,2024-01-15 13:00:00+00:00,114.323355,30.567512,78.4,11.2
274,0,2024-01-15 13:01:00+00:00,114.323375,30.567791,27.9,3.9
275,0,2024-01-15 13:02:00+00:00,114.322975,30.5678,65.3,10.0
276,0,2024-01-15 13:03:00+00:00,114.322956,30.567496,60.4,9.6
277,0,2024-01-15 13:04:00+00:00,114.323246,30.567843,41.2,8.6
278,0,2024-01-15 13:05:00+00:00,114.323103,30.568039,22.0,6.2
279,0,2024-01-15 13:06:00+00:00,114.323341,30.567673,23.3,7.2
280,0,2024-01-15 13:07:00+00:00,114.322917,30.567418,23.0,14.6
281,0,2024-01-15 13:08:00+00:00,114.323308,30.567682,55.1,6.4
282,0,2024-01-15 13:09:00+00:00,114.32365,30.568074,72.3,9.5
283,0,2024-01-15 13:10:00+00:00,114.323282,30.567416,56.3,8.5
284,0,2024-01-15 13:11:00+00:00,114.323256,30.567467,72.6,8.9
285,0,2024-01-15 13:12:00+00:00,114.323543,30.567811,25.4,4.1
286,0,2024-01-15 13:13:00+00:00,114.323659,30.567818,39.4,6.0
287,0,2024-01-15 13:14:00+00:00,114.323618,30.567394,70.6,6.1
288,0,2024-01-15 13:15:00+00:00,114.323222,30.568149,32.3,6.0
289,0,2024-01-15 13:16:00+00:00,114.323803,30.567385,48.4,8.0
290,0,2024-01-15 13:17:00+00:00,114.3234,30.5678,18.2,6.5
291,0,2024-01-15 13:17:37.500000+00:00,114.324801,30.566605,15.8,15.0
292,0,2024-01-15 13:18:15+00:00,114.326857,30.56584,31.3,8.2
293,0,2024-01-15 13:18:52.500000+00:00,114.327474,30.565016,30.0,12.2
294,0,2024-01-15 13:19:30+00:00,114.327979,30.562622,12.6,19.3
295,0,2024-01-15 13:20:07.500000+00:00,114.329911,30.561802,38.3,15.8
296,0,2024-01-15 13:20:45+00:00,114.330811,30.562004,29.5,18.0
297,0,2024-01-15 13:21:22.500000+00:00,114.332414,30.561425,17.7,8.1
298,0,2024-01-15 13:22:00+00:00,114.334937,30.560368,17.7,17.2
299,0,2024-01-15 13:22:37.500000+00:00,114.335661,30.559875,34.9,9.0
300,0,2024-01-15 13:23:15+00:00,114.337139,30.557854,22.5,14.7
301,0,2024-01-15 13:23:52.500000+00:00,114.339759,30.553977,33.5,18.9
302,0,2024-01-15 13:24:30+00:00,114.339971,30.555495,44.8,6.5
303,0,2024-01-15 13:25:07.500000+00:00,114.340239,30.552711,32.6,18.7
304,0,2024-01-15 13:25:45+00:00,114.341953,30.552819,37.7,18.4
305,0,2024-01-15 13:26:22.500000+00:00,114.343945,30.550416,33.0,17.1
306,0,2024-01-15 13:27:00+00:00,114.34406,30.550387,19.9,12.0
307,0,2024-01-15 13:27:37.500000+00:00,114.347517,30.549463,11.0,16.4
308,0,2024-01-15 13:28:15+00:00,114.347381,30.548482,18.1,8.1
309,0,2024-01-15 13:28:52.500000+00:00,114.348408,30.545737,5.7,15.2
310,0,2024-01-15 13:29:30+00:00,114.350841,30.546237,12.7,19.6
311,0,2024-01-15 13:30:07.500000+00:00,114.353469,30.544976,37.4,13.5
312,0,2024-01-15 13:30:45+00:00,114.353824,30.542832,31.9,13.8
313,0,2024-01-15 13:31:22.500000+00:00,114.355764,30.543966,12.2,16.9
314,0,2024-01-15 13:32:00+00:00,114.3562,30.5413,14.6,6.7
315,0,2024-01-15 13:32:00+00:00,114.35638,30.541252,79.0,10.2
316,0,2024-01-15 13:33:00+00:00,114.356203,30.540758,69.8,11.6
317,0,2024-01-15 13:34:00+00:00,114.356342,30.541319,52.5,8.6
318,0,2024-01-15 13:35:00+00:00,114.355879,30.541163,69.0,7.9
319,0,2024-01-15 13:36:00+00:00,114.356198,30.541269,30.0,4.8
320,0,2024-01-15 13:37:00+00:00,114.35633,30.54135,67.2,9.1
321,0,2024-01-15 13:38:00+00:00,114.356161,30.541867,35.6,6.1
322,0,2024-01-15 13:39:00+00:00,114.356944,30.541303,41.3,3.1
323,0,2024-01-15 13:40:00+00:00,114.3565,30.540949,21.8,13.8
324,0,2024-01-15 13:41:00+00:00,114.356221,30.541227,73.2,8.6
325,0,2024-01-15 13:42:00+00:00,114.356196,30.541342,55.0,13.9
326,0,2024-01-15 13:43:00+00:00,114.35692,30.541556,72.6,8.6
327,0,2024-01-15 13:44:00+00:00,114.356516,30.541258,71.4,9.1
328,0,2024-01-15 13:45:00+00:00,114.35618,30.540981,22.1,8.7
329,0,2024-01-15 13:46:00+00:00,114.356571,30.541581,78.0,12.4
330,0,2024-01-15 13:47:00+00:00,114.356318,30.540855,78.3,6.9
331,0,2024-01-15 13:48:00+00:00,114.356081,30.541346,62.2,3.7
332,0,2024-01-15 13:49:00+00:00,114.355736,30.542051,47.0,13.0
333,0,2024-01-15 13:50:00+00:00,114.356774,30.541051,37.8,13.8
334,0,2024-01-15 13:51:00+00:00,114.356656,30.541525,53.0,12.3
335,0,2024-01-15 13:52:00+00:00,114.355576,30.541291,24.7,11.4
336,0,2024-01-15 13:53:00+00:00,114.355932,30.541693,38.2,11.6
337,0,2024-01-15 13:54:00+00:00,114.355763,30.541517,38.5,8.5
338,0,2024-01-15 13:55:00+00:00,114.355748,30.541308,38.7,10.4
339,0,2024-01-15 13:56:00+00:00,114.356248,30.542039,21.4,13.3
340,0,2024-01-15 13:57:00+00:00,114.35561,30.540917,60.2,3.1
341,0,2024-01-15 13:58:00+00:00,114.355952,30.540938,32.9,14.5
342,0,2024-01-15 13:59:00+00:00,114.356786,30.541222,71.3,4.9
343,0,2024-01-15 14:00:00+00:00,114.355262,30.540994,57.0,10.9
344,0,2024-01-15 14:01:00+00:00,114.356104,30.540994,27.4,3.4
345,0,2024-01-15 14:02:00+00:00,114.35605,30.541585,72.6,9.9
346,0,2024-01-15 14:03:00+00:00,114.355909,30.54128,23.9,14.5
347,0,2024-01-15 14:04:00+00:00,114.356645,30.541033,30.0,14.2
348,0,2024-01-15 14:05:00+00:00,114.355727,30.54166,75.4,11.8
349,0,2024-01-15 14:06:00+00:00,114.355841,30.541035,20.9,13.8
350,0,2024-01-15 14:07:00+00:00,114.35614,30.540977,58.4,10.2
351,0,2024-01-15 14:08:00+00:00,114.356426,30.541077,33.7,10.0
352,0,2024-01-15 14:09:00+00:00,114.356407,30.541406,73.4,6.4
353,0,2024-01-15 14:10:00+00:00,114.356032,30.541373,51.8,9.5
354,0,2024-01-15 14:11:00+00:00,114.356204,30.541132,23.4,8.4
